CMDLINE c:\users\test\appdata\local\programs\python\python37\python.exe main.py
MEM 4119.824219 1684149166.9256
MEM 4119.824219 1684149167.0361
MEM 4119.824219 1684149167.1428
MEM 4119.824219 1684149167.2525
MEM 4119.824219 1684149167.3615
MEM 4115.652344 1684149167.4702
MEM 4115.652344 1684149167.5799
MEM 4115.652344 1684149167.6897
MEM 4054.769531 1684149167.8004
MEM 4166.203125 1684149167.9091
MEM 4166.203125 1684149168.0168
MEM 4019.199219 1684149168.1275
MEM 4166.195312 1684149168.2372
MEM 4166.187500 1684149168.3465
MEM 4166.187500 1684149168.4552
MEM 4166.210938 1684149168.5655
MEM 4166.203125 1684149168.6747
MEM 4136.828125 1684149168.7834
MEM 4077.203125 1684149168.8937
MEM 4035.949219 1684149169.0024
MEM 4019.191406 1684149169.1117
MEM 4166.187500 1684149169.2214
MEM 4166.187500 1684149169.3297
MEM 4166.187500 1684149169.4404
MEM 4164.339844 1684149169.5486
MEM 4111.984375 1684149169.6583
MEM 4067.863281 1684149169.7675
MEM 4040.796875 1684149169.8772
MEM 4019.191406 1684149169.9866
MEM 4166.187500 1684149170.0963
MEM 4166.187500 1684149170.2045
MEM 4166.187500 1684149170.3142
MEM 4166.187500 1684149170.4235
MEM 4124.769531 1684149170.5331
MEM 4087.613281 1684149170.6428
MEM 4045.496094 1684149170.7515
MEM 4019.191406 1684149170.8609
MEM 4154.195312 1684149170.9716
MEM 4166.187500 1684149171.0794
MEM 4166.187500 1684149171.1882
MEM 4166.187500 1684149171.2983
MEM 4122.472656 1684149171.4073
MEM 4082.292969 1684149171.5176
MEM 4033.187500 1684149171.6273
MEM 4019.191406 1684149171.7366
MEM 4161.726562 1684149171.8463
MEM 4166.281250 1684149171.9540
MEM 4166.281250 1684149172.0634
MEM 4163.667969 1684149172.1737
MEM 4127.878906 1684149172.2844
MEM 4084.625000 1684149172.3929
MEM 4033.824219 1684149172.5006
MEM 4019.285156 1684149172.6113
MEM 4166.281250 1684149172.7216
MEM 4166.281250 1684149172.8293
MEM 4166.281250 1684149172.9392
MEM 4166.281250 1684149173.0493
MEM 4126.792969 1684149173.1588
MEM 4094.730469 1684149173.2675
MEM 4050.761719 1684149173.3772
MEM 4019.285156 1684149173.4865
MEM 4166.281250 1684149173.5962
MEM 4166.281250 1684149173.7037
MEM 4166.281250 1684149173.8134
MEM 4158.253906 1684149173.9231
MEM 4115.640625 1684149174.0341
MEM 4071.253906 1684149174.1418
MEM 4024.972656 1684149174.2528
MEM 4019.285156 1684149174.3615
MEM 4166.281250 1684149174.4712
MEM 4166.281250 1684149174.5799
MEM 4166.281250 1684149174.6896
MEM 4166.281250 1684149174.7995
MEM 4119.281250 1684149174.9072
MEM 4088.820312 1684149175.0179
MEM 4041.800781 1684149175.1293
MEM 4019.285156 1684149175.2365
MEM 4166.281250 1684149175.3443
MEM 4166.281250 1684149175.4550
MEM 4166.285156 1684149175.5637
MEM 4166.285156 1684149175.6755
MEM 4137.285156 1684149175.7848
MEM 4077.843750 1684149175.8935
MEM 4042.375000 1684149176.0022
MEM 4019.289062 1684149176.1119
MEM 4164.292969 1684149176.2209
MEM 4166.285156 1684149176.3307
MEM 4166.285156 1684149176.4394
MEM 4166.285156 1684149176.5501
MEM 4156.160156 1684149176.6598
MEM 4108.015625 1684149176.7665
MEM 4067.285156 1684149176.8772
MEM 4036.746094 1684149176.9889
MEM 4121.695312 1684149177.0956
MEM 4166.285156 1684149177.2040
MEM 4166.285156 1684149177.3138
MEM 4166.285156 1684149177.4225
MEM 4158.777344 1684149177.5332
MEM 4096.507812 1684149177.6411
MEM 4069.332031 1684149177.7528
MEM 4027.382812 1684149177.8626
MEM 4019.289062 1684149177.9713
MEM 4166.285156 1684149178.0800
MEM 4166.285156 1684149178.1887
MEM 4166.285156 1684149178.2985
MEM 4166.285156 1684149178.4092
MEM 4137.007812 1684149178.5179
MEM 4098.984375 1684149178.6270
MEM 4057.843750 1684149178.7367
MEM 4019.289062 1684149178.8454
MEM 4096.292969 1684149178.9562
MEM 4166.285156 1684149179.0647
MEM 4166.035156 1684149179.1744
MEM 4166.035156 1684149179.2831
MEM 4166.035156 1684149179.3933
MEM 4166.035156 1684149179.5049
MEM 4166.035156 1684149179.6130
MEM 4166.035156 1684149179.7227
MEM 4166.035156 1684149179.8295
MEM 4166.042969 1684149179.9409
MEM 4115.503906 1684149180.0500
MEM 4115.503906 1684149180.1607
MEM 4026.773438 1684149180.2704
MEM 4153.500000 1684149180.3767
MEM 4405.128906 1684149180.4873
MEM 4023.601562 1684149180.5960
MEM 4023.601562 1684149180.7057
MEM 4023.601562 1684149180.8157
MEM 4023.601562 1684149180.9259
MEM 4023.601562 1684149181.0356
MEM 4023.601562 1684149181.1440
MEM 4023.601562 1684149181.2515
MEM 4023.601562 1684149181.3612
MEM 4023.601562 1684149181.4695
MEM 4023.601562 1684149181.5791
MEM 4023.601562 1684149181.6897
MEM 4023.601562 1684149181.7984
MEM 4023.601562 1684149181.9073
MEM 4023.601562 1684149182.0186
MEM 4023.601562 1684149182.1283
MEM 4023.601562 1684149182.2368
MEM 4023.601562 1684149182.3445
MEM 4023.601562 1684149182.4540
MEM 4023.601562 1684149182.5632
MEM 4023.601562 1684149182.6728
MEM 4023.601562 1684149182.7835
MEM 4023.601562 1684149182.8931
MEM 4023.601562 1684149183.0015
MEM 4023.601562 1684149183.1127
MEM 4023.601562 1684149183.2217
MEM 4023.601562 1684149183.3320
MEM 4023.601562 1684149183.4421
MEM 4023.601562 1684149183.5523
MEM 4023.601562 1684149183.6635
MEM 4023.601562 1684149183.7742
MEM 4023.601562 1684149183.8850
MEM 4023.601562 1684149183.9957
MEM 4023.601562 1684149184.1049
MEM 4023.601562 1684149184.2137
MEM 4023.601562 1684149184.3251
MEM 4023.601562 1684149184.4362
MEM 4019.500000 1684149184.5474
MEM 4019.500000 1684149184.6579
MEM 4019.500000 1684149184.7688
MEM 4171.070312 1684149184.8765
MEM 4171.070312 1684149184.9862
MEM 4103.074219 1684149185.0960
MEM 4171.082031 1684149185.2057
MEM 4171.082031 1684149185.3134
MEM 4171.082031 1684149185.4221
MEM 4171.089844 1684149185.5328
MEM 4171.082031 1684149185.6435
MEM 4149.199219 1684149185.7533
MEM 4109.898438 1684149185.8617
MEM 4069.203125 1684149185.9714
MEM 4042.652344 1684149186.0811
MEM 4024.082031 1684149186.1895
MEM 4067.054688 1684149186.2982
MEM 4171.082031 1684149186.4066
MEM 4171.082031 1684149186.5175
MEM 4171.082031 1684149186.6282
MEM 4170.082031 1684149186.7361
MEM 4135.835938 1684149186.8448
MEM 4102.082031 1684149186.9555
MEM 4070.761719 1684149187.0644
MEM 4044.812500 1684149187.1741
MEM 4028.554688 1684149187.2838
MEM 4024.082031 1684149187.3925
MEM 4171.082031 1684149187.5018
MEM 4171.082031 1684149187.6115
MEM 4171.082031 1684149187.7212
MEM 4171.082031 1684149187.8309
MEM 4146.234375 1684149187.9418
MEM 4119.578125 1684149188.0505
MEM 4078.835938 1684149188.1573
MEM 4064.777344 1684149188.2680
MEM 4041.648438 1684149188.3768
MEM 4024.082031 1684149188.4875
MEM 4032.523438 1684149188.5942
MEM 4171.082031 1684149188.7049
MEM 4171.082031 1684149188.8146
MEM 4171.082031 1684149188.9233
MEM 4171.082031 1684149189.0330
MEM 4130.359375 1684149189.1427
MEM 4104.531250 1684149189.2524
MEM 4076.132812 1684149189.3619
MEM 4047.312500 1684149189.4718
MEM 4024.082031 1684149189.5795
MEM 4113.085938 1684149189.6893
MEM 4171.082031 1684149189.7990
MEM 4171.082031 1684149189.9088
MEM 4171.082031 1684149190.0175
MEM 4171.082031 1684149190.1261
MEM 4136.082031 1684149190.2348
MEM 4109.984375 1684149190.3448
MEM 4085.214844 1684149190.4555
MEM 4048.601562 1684149190.5642
MEM 4031.640625 1684149190.6729
MEM 4024.082031 1684149190.7836
MEM 4167.085938 1684149190.8923
MEM 4171.085938 1684149191.0030
MEM 4171.085938 1684149191.1117
MEM 4171.085938 1684149191.2198
MEM 4145.035156 1684149191.3295
MEM 4114.062500 1684149191.4388
MEM 4097.429688 1684149191.5495
MEM 4074.781250 1684149191.6572
MEM 4058.296875 1684149191.7679
MEM 4028.480469 1684149191.8763
MEM 4102.527344 1684149191.9869
MEM 4171.085938 1684149192.0956
MEM 4171.085938 1684149192.2063
MEM 4171.085938 1684149192.3150
MEM 4171.085938 1684149192.4237
MEM 4132.179688 1684149192.5325
MEM 4097.046875 1684149192.6413
MEM 4074.515625 1684149192.7520
MEM 4052.988281 1684149192.8617
MEM 4024.085938 1684149192.9704
MEM 4079.089844 1684149193.0801
MEM 4171.085938 1684149193.1878
MEM 4171.085938 1684149193.2975
MEM 4171.085938 1684149193.4072
MEM 4171.085938 1684149193.5179
MEM 4168.179688 1684149193.6284
MEM 4137.894531 1684149193.7366
MEM 4089.964844 1684149193.8453
MEM 4060.429688 1684149193.9560
MEM 4038.851562 1684149194.0648
MEM 4024.085938 1684149194.1745
MEM 4131.089844 1684149194.2842
MEM 4171.085938 1684149194.3940
MEM 4171.085938 1684149194.5025
MEM 4171.085938 1684149194.6117
MEM 4171.085938 1684149194.7209
MEM 4143.632812 1684149194.8284
MEM 4117.593750 1684149194.9391
MEM 4094.687500 1684149195.0488
MEM 4064.085938 1684149195.1585
MEM 4029.195312 1684149195.2667
MEM 4024.085938 1684149195.3774
MEM 4171.085938 1684149195.4871
MEM 4171.085938 1684149195.5968
MEM 4171.085938 1684149195.7077
MEM 4170.710938 1684149195.8190
MEM 4169.230469 1684149195.9267
MEM 4170.710938 1684149196.0334
MEM 4170.710938 1684149196.1451
MEM 4170.710938 1684149196.2527
MEM 4170.710938 1684149196.3618
MEM 4023.718750 1684149196.4715
MEM 4049.710938 1684149196.5802
MEM 4120.187500 1684149196.6896
MEM 4120.187500 1684149196.7974
MEM 4370.953125 1684149196.9075
MEM 4263.421875 1684149197.0184
MEM 4023.652344 1684149197.1304
MEM 4037.027344 1684149197.2386
MEM 4063.703125 1684149197.3485
MEM 4063.703125 1684149197.4598
MEM 4063.703125 1684149197.5715
MEM 4063.703125 1684149197.6832
MEM 4063.703125 1684149197.7939
MEM 4063.703125 1684149197.9027
MEM 4063.703125 1684149198.0133
MEM 4063.703125 1684149198.1235
MEM 4063.703125 1684149198.2338
MEM 4063.703125 1684149198.3455
MEM 4063.703125 1684149198.4549
MEM 4063.703125 1684149198.5648
MEM 4063.703125 1684149198.6765
MEM 4063.703125 1684149198.7856
MEM 4063.703125 1684149198.8940
MEM 4063.703125 1684149199.0025
MEM 4063.703125 1684149199.1117
MEM 4063.703125 1684149199.2190
MEM 4063.703125 1684149199.3281
MEM 4063.703125 1684149199.4363
MEM 4063.703125 1684149199.5477
MEM 4063.703125 1684149199.6575
MEM 4063.703125 1684149199.7686
MEM 4063.703125 1684149199.8774
MEM 4063.703125 1684149199.9867
MEM 4063.703125 1684149200.0962
MEM 4063.707031 1684149200.2049
MEM 4063.707031 1684149200.3136
MEM 4063.707031 1684149200.4221
MEM 4063.707031 1684149200.5338
MEM 4063.707031 1684149200.6425
MEM 4063.707031 1684149200.7530
MEM 4063.707031 1684149200.8608
MEM 4063.707031 1684149200.9695
MEM 4063.707031 1684149201.0797
MEM 4059.050781 1684149201.1906
MEM 4059.050781 1684149201.2984
MEM 4059.050781 1684149201.4071
MEM 4059.058594 1684149201.5170
MEM 4206.066406 1684149201.6279
MEM 4173.050781 1684149201.7358
MEM 4025.988281 1684149201.8455
MEM 4172.984375 1684149201.9542
MEM 4073.156250 1684149202.0623
MEM 4172.984375 1684149202.1730
MEM 4172.984375 1684149202.2819
MEM 4160.027344 1684149202.3902
MEM 4153.484375 1684149202.4994
MEM 4127.117188 1684149202.6077
MEM 4071.128906 1684149202.7174
MEM 4025.996094 1684149202.8281
MEM 4088.679688 1684149202.9388
MEM 4172.984375 1684149203.0492
MEM 4172.984375 1684149203.1589
MEM 4153.441406 1684149203.2666
MEM 4115.402344 1684149203.3773
MEM 4079.984375 1684149203.4883
MEM 4051.589844 1684149203.5990
MEM 4025.988281 1684149203.7083
MEM 4172.984375 1684149203.8151
MEM 4172.984375 1684149203.9238
MEM 4172.984375 1684149204.0325
MEM 4130.378906 1684149204.1422
MEM 4084.742188 1684149204.2519
MEM 4041.324219 1684149204.3616
MEM 4122.992188 1684149204.4726
MEM 4172.984375 1684149204.5803
MEM 4172.984375 1684149204.6890
MEM 4149.617188 1684149204.7987
MEM 4104.550781 1684149204.9074
MEM 4069.652344 1684149205.0178
MEM 4025.988281 1684149205.1265
MEM 4122.992188 1684149205.2356
MEM 4172.984375 1684149205.3463
MEM 4172.984375 1684149205.4560
MEM 4172.984375 1684149205.5637
MEM 4145.257812 1684149205.6728
MEM 4099.769531 1684149205.7835
MEM 4047.539062 1684149205.8922
MEM 4025.988281 1684149205.9989
MEM 4172.984375 1684149206.1096
MEM 4172.984375 1684149206.2196
MEM 4172.984375 1684149206.3273
MEM 4172.984375 1684149206.4360
MEM 4146.695312 1684149206.5457
MEM 4095.933594 1684149206.6531
MEM 4055.371094 1684149206.7638
MEM 4034.058594 1684149206.8745
MEM 4122.992188 1684149206.9852
MEM 4172.984375 1684149207.0955
MEM 4172.984375 1684149207.2052
MEM 4172.984375 1684149207.3161
MEM 4145.007812 1684149207.4238
MEM 4094.015625 1684149207.5325
MEM 4058.339844 1684149207.6430
MEM 4025.988281 1684149207.7517
MEM 4138.429688 1684149207.8614
MEM 4172.984375 1684149207.9701
MEM 4172.984375 1684149208.0788
MEM 4172.984375 1684149208.1895
MEM 4138.078125 1684149208.2992
MEM 4087.781250 1684149208.4079
MEM 4041.730469 1684149208.5176
MEM 4025.988281 1684149208.6273
MEM 4172.984375 1684149208.7371
MEM 4172.984375 1684149208.8471
MEM 4172.984375 1684149208.9564
MEM 4172.984375 1684149209.0636
MEM 4156.074219 1684149209.1733
MEM 4112.339844 1684149209.2840
MEM 4063.378906 1684149209.3927
MEM 4025.988281 1684149209.5024
MEM 4172.984375 1684149209.6112
MEM 4172.984375 1684149209.7199
MEM 4172.984375 1684149209.8296
MEM 4172.984375 1684149209.9386
MEM 4157.058594 1684149210.0483
MEM 4100.410156 1684149210.1570
MEM 4050.984375 1684149210.2677
MEM 4025.988281 1684149210.3764
MEM 4146.992188 1684149210.4857
MEM 4172.984375 1684149210.5954
MEM 4172.984375 1684149210.7051
MEM 4172.984375 1684149210.8138
MEM 4137.335938 1684149210.9245
MEM 4090.824219 1684149211.0322
MEM 4039.421875 1684149211.1409
MEM 4025.988281 1684149211.2516
MEM 4122.429688 1684149211.3613
MEM 4172.988281 1684149211.4706
MEM 4172.988281 1684149211.5788
MEM 4172.988281 1684149211.6905
MEM 4130.988281 1684149211.7982
MEM 4085.261719 1684149211.9079
MEM 4049.800781 1684149212.0176
MEM 4025.992188 1684149212.1273
MEM 4172.988281 1684149212.2360
MEM 4172.988281 1684149212.3456
MEM 4172.988281 1684149212.4553
MEM 4172.988281 1684149212.5640
MEM 4139.988281 1684149212.6727
MEM 4095.167969 1684149212.7837
MEM 4053.828125 1684149212.8924
MEM 4025.992188 1684149213.0021
MEM 4172.988281 1684149213.1118
MEM 4172.988281 1684149213.2215
MEM 4172.988281 1684149213.3292
MEM 4172.988281 1684149213.4389
MEM 4172.988281 1684149213.5479
MEM 4172.988281 1684149213.6576
MEM 4172.988281 1684149213.7673
MEM 4172.988281 1684149213.8770
MEM 4122.457031 1684149213.9847
MEM 4122.457031 1684149214.0934
MEM 4127.187500 1684149214.2041
MEM 4127.187500 1684149214.3133
MEM 4127.187500 1684149214.4221
MEM 4127.187500 1684149214.5322
MEM 4127.187500 1684149214.6439
MEM 4127.187500 1684149214.7519
MEM 4127.187500 1684149214.8631
MEM 4127.187500 1684149214.9711
MEM 4127.187500 1684149215.0809
MEM 4127.187500 1684149215.1889
MEM 4127.187500 1684149215.2987
MEM 4127.187500 1684149215.4075
MEM 4127.187500 1684149215.5175
MEM 4127.187500 1684149215.6272
MEM 4127.187500 1684149215.7361
MEM 4127.187500 1684149215.8456
MEM 4127.187500 1684149215.9546
MEM 4127.187500 1684149216.0644
MEM 4127.187500 1684149216.1739
MEM 4127.187500 1684149216.2826
MEM 4127.187500 1684149216.3935
MEM 4127.187500 1684149216.5043
MEM 4127.187500 1684149216.6115
MEM 4127.187500 1684149216.7214
MEM 4127.187500 1684149216.8304
MEM 4127.187500 1684149216.9388
MEM 4127.187500 1684149217.0480
MEM 4127.187500 1684149217.1580
MEM 4127.187500 1684149217.2670
MEM 4127.187500 1684149217.3767
MEM 4127.187500 1684149217.4864
MEM 4127.187500 1684149217.5944
MEM 4127.187500 1684149217.7045
MEM 4127.187500 1684149217.8153
MEM 4127.187500 1684149217.9239
MEM 4127.187500 1684149218.0338
MEM 4122.457031 1684149218.1442
MEM 4122.457031 1684149218.2530
MEM 4122.457031 1684149218.3626
MEM 4172.996094 1684149218.4721
MEM 4172.996094 1684149218.5793
MEM 4172.996094 1684149218.6903
MEM 4121.234375 1684149218.8000
MEM 4075.816406 1684149218.9077
MEM 4058.093750 1684149219.0184
MEM 4026.000000 1684149219.1261
MEM 4056.683594 1684149219.2360
MEM 4121.644531 1684149219.3462
MEM 4172.988281 1684149219.4559
MEM 4172.988281 1684149219.5636
MEM 4172.996094 1684149219.6727
MEM 4172.988281 1684149219.7834
MEM 4138.589844 1684149219.8916
MEM 4070.050781 1684149220.0014
MEM 4032.312500 1684149220.1112
MEM 4134.433594 1684149220.2208
MEM 4172.988281 1684149220.3304
MEM 4172.988281 1684149220.4401
MEM 4172.988281 1684149220.5488
MEM 4139.335938 1684149220.6590
MEM 4093.054688 1684149220.7677
MEM 4045.640625 1684149220.8767
MEM 4025.996094 1684149220.9860
MEM 4172.992188 1684149221.0957
MEM 4172.992188 1684149221.2050
MEM 4172.992188 1684149221.3153
MEM 4172.992188 1684149221.4259
MEM 4110.460938 1684149221.5326
MEM 4067.964844 1684149221.6413
MEM 4028.417969 1684149221.7519
MEM 4047.132812 1684149221.8622
MEM 4172.992188 1684149221.9703
MEM 4172.992188 1684149222.0805
MEM 4172.992188 1684149222.1883
MEM 4146.179688 1684149222.2979
MEM 4103.566406 1684149222.4065
MEM 4065.992188 1684149222.5182
MEM 4025.996094 1684149222.6269
MEM 4172.992188 1684149222.7366
MEM 4172.992188 1684149222.8480
MEM 4172.992188 1684149222.9547
MEM 4170.203125 1684149223.0639
MEM 4126.792969 1684149223.1737
MEM 4084.820312 1684149223.2829
MEM 4046.457031 1684149223.3926
MEM 4025.996094 1684149223.5039
MEM 4172.992188 1684149223.6116
MEM 4172.992188 1684149223.7210
MEM 4172.992188 1684149223.8297
MEM 4158.476562 1684149223.9390
MEM 4105.847656 1684149224.0487
MEM 4061.039062 1684149224.1580
MEM 4025.996094 1684149224.2677
MEM 4172.992188 1684149224.3759
MEM 4172.992188 1684149224.4866
MEM 4172.992188 1684149224.5948
MEM 4172.992188 1684149224.7061
MEM 4134.875000 1684149224.8138
MEM 4095.992188 1684149224.9241
MEM 4050.367188 1684149225.0338
MEM 4025.996094 1684149225.1427
MEM 4172.992188 1684149225.2528
MEM 4172.992188 1684149225.3603
MEM 4172.992188 1684149225.4701
MEM 4171.425781 1684149225.5792
MEM 4126.089844 1684149225.6909
MEM 4067.992188 1684149225.7986
MEM 4036.226562 1684149225.9080
MEM 4025.996094 1684149226.0177
MEM 4172.992188 1684149226.1271
MEM 4172.992188 1684149226.2348
MEM 4172.992188 1684149226.3440
MEM 4147.992188 1684149226.4537
MEM 4096.089844 1684149226.5630
MEM 4066.445312 1684149226.6737
