CMDLINE c:\users\test\appdata\local\programs\python\python37\python.exe main.py
MEM 1.570312 1684222701.6200
MEM 22.011719 1684222701.7208
MEM 34.898438 1684222701.8301
MEM 83.476562 1684222701.9398
MEM 129.519531 1684222702.0496
MEM 169.039062 1684222702.1583
MEM 193.187500 1684222702.2675
MEM 200.390625 1684222702.3762
MEM 217.859375 1684222702.4859
MEM 226.597656 1684222702.5966
MEM 292.402344 1684222702.7064
MEM 415.792969 1684222702.8151
MEM 698.652344 1684222702.9248
MEM 465.679688 1684222703.0335
MEM 467.972656 1684222703.1442
MEM 507.785156 1684222703.2544
MEM 511.488281 1684222703.3641
MEM 511.488281 1684222703.4740
MEM 511.488281 1684222703.5848
MEM 511.488281 1684222703.6965
MEM 511.488281 1684222703.8076
MEM 511.488281 1684222703.9185
MEM 511.488281 1684222704.0303
MEM 511.488281 1684222704.1401
MEM 511.925781 1684222704.2497
MEM 511.925781 1684222704.3600
MEM 511.925781 1684222704.4711
MEM 511.925781 1684222704.5799
MEM 511.925781 1684222704.6886
MEM 511.925781 1684222704.7975
MEM 511.925781 1684222704.9070
MEM 511.925781 1684222705.0172
MEM 511.925781 1684222705.1275
MEM 512.671875 1684222705.2381
MEM 512.671875 1684222705.3471
MEM 512.671875 1684222705.4563
MEM 512.671875 1684222705.5640
MEM 512.671875 1684222705.6748
MEM 512.671875 1684222705.7847
MEM 512.671875 1684222705.8958
MEM 512.671875 1684222706.0039
MEM 512.671875 1684222706.1126
MEM 512.714844 1684222706.2223
MEM 512.714844 1684222706.3331
MEM 512.714844 1684222706.4418
MEM 512.714844 1684222706.5496
MEM 512.714844 1684222706.6602
MEM 512.714844 1684222706.7714
MEM 512.714844 1684222706.8810
MEM 512.714844 1684222706.9922
MEM 512.714844 1684222707.1031
MEM 509.234375 1684222707.2134
MEM 509.234375 1684222707.3231
MEM 509.234375 1684222707.4328
MEM 527.820312 1684222707.5435
MEM 730.746094 1684222707.6542
MEM 859.109375 1684222707.7659
MEM 989.832031 1684222707.8776
MEM 1122.351562 1684222707.9864
MEM 1295.765625 1684222708.0961
MEM 1478.246094 1684222708.2068
MEM 1640.988281 1684222708.3155
MEM 1769.855469 1684222708.4242
MEM 1861.550781 1684222708.5349
MEM 2055.656250 1684222708.6456
MEM 2227.468750 1684222708.7553
MEM 2400.718750 1684222708.8600
MEM 2555.589844 1684222708.9694
MEM 2727.394531 1684222709.0801
MEM 2908.261719 1684222709.1878
MEM 3072.953125 1684222709.2995
MEM 3199.230469 1684222709.4092
MEM 3335.179688 1684222709.5180
MEM 3524.082031 1684222709.6296
MEM 3681.929688 1684222709.7384
MEM 3835.628906 1684222709.8471
MEM 3979.859375 1684222709.9548
MEM 4028.160156 1684222710.0655
MEM 4029.460938 1684222710.1740
MEM 4013.363281 1684222710.2817
MEM 4160.957031 1684222710.3918
MEM 4161.066406 1684222710.5008
MEM 4161.292969 1684222710.6086
MEM 4161.558594 1684222710.7183
MEM 4162.652344 1684222710.8299
MEM 4162.644531 1684222710.9386
MEM 4162.644531 1684222711.0473
MEM 4122.582031 1684222711.1570
MEM 4080.597656 1684222711.2658
MEM 4052.824219 1684222711.3765
MEM 4015.648438 1684222711.4845
MEM 4162.648438 1684222711.5962
MEM 4162.648438 1684222711.7049
MEM 4162.648438 1684222711.8136
MEM 4162.648438 1684222711.9221
MEM 4119.648438 1684222712.0328
MEM 4076.300781 1684222712.1428
MEM 4036.714844 1684222712.2535
MEM 4015.652344 1684222712.3612
MEM 4162.648438 1684222712.4701
MEM 4162.648438 1684222712.5798
MEM 4162.648438 1684222712.6895
MEM 4162.332031 1684222712.7992
MEM 4129.648438 1684222712.9089
MEM 4071.371094 1684222713.0166
MEM 4046.863281 1684222713.1273
MEM 4015.652344 1684222713.2371
MEM 4131.097656 1684222713.3468
MEM 4162.652344 1684222713.4555
MEM 4162.652344 1684222713.5642
MEM 4161.652344 1684222713.6729
MEM 4120.234375 1684222713.7826
MEM 4065.042969 1684222713.8923
MEM 4015.656250 1684222714.0010
MEM 4093.097656 1684222714.1118
MEM 4162.652344 1684222714.2204
MEM 4162.652344 1684222714.3301
MEM 4162.652344 1684222714.4398
MEM 4121.292969 1684222714.5495
MEM 4084.304688 1684222714.6582
MEM 4047.476562 1684222714.7690
MEM 4015.656250 1684222714.8767
MEM 4162.652344 1684222714.9874
MEM 4162.652344 1684222715.0961
MEM 4162.652344 1684222715.2049
MEM 4162.652344 1684222715.3156
MEM 4122.242188 1684222715.4263
MEM 4069.179688 1684222715.5340
MEM 4022.441406 1684222715.6427
MEM 4051.144531 1684222715.7524
MEM 4162.652344 1684222715.8601
MEM 4162.652344 1684222715.9708
MEM 4162.652344 1684222716.0795
MEM 4142.093750 1684222716.1892
MEM 4092.429688 1684222716.2985
MEM 4051.644531 1684222716.4092
MEM 4015.660156 1684222716.5179
MEM 4162.656250 1684222716.6266
MEM 4162.656250 1684222716.7353
MEM 4162.656250 1684222716.8450
MEM 4162.656250 1684222716.9538
MEM 4119.082031 1684222717.0648
MEM 4068.820312 1684222717.1725
MEM 4025.523438 1684222717.2832
MEM 4091.101562 1684222717.3929
MEM 4162.656250 1684222717.5018
MEM 4162.656250 1684222717.6105
MEM 4162.656250 1684222717.7212
MEM 4116.785156 1684222717.8329
MEM 4086.363281 1684222717.9424
MEM 4035.988281 1684222718.0501
MEM 4015.660156 1684222718.1570
MEM 4162.656250 1684222718.2677
MEM 4162.656250 1684222718.3765
MEM 4162.656250 1684222718.4862
MEM 4162.656250 1684222718.5959
MEM 4120.304688 1684222718.7058
MEM 4077.328125 1684222718.8156
MEM 4030.550781 1684222718.9233
MEM 4015.660156 1684222719.0337
MEM 4162.656250 1684222719.1434
MEM 4162.656250 1684222719.2532
MEM 4162.656250 1684222719.3629
MEM 4136.972656 1684222719.4716
MEM 4079.847656 1684222719.5803
MEM 4030.703125 1684222719.6890
MEM 4015.660156 1684222719.7997
MEM 4162.656250 1684222719.9074
MEM 4162.656250 1684222720.0161
MEM 4153.664062 1684222720.1268
MEM 4127.503906 1684222720.2374
MEM 4082.835938 1684222720.3471
MEM 4038.175781 1684222720.4538
MEM 4025.152344 1684222720.5635
MEM 4162.656250 1684222720.6742
MEM 4162.656250 1684222720.7829
MEM 4162.656250 1684222720.8926
MEM 4135.542969 1684222721.0023
MEM 4088.125000 1684222721.1110
MEM 4049.656250 1684222721.2197
MEM 4015.660156 1684222721.3316
MEM 4159.101562 1684222721.4413
MEM 4162.656250 1684222721.5500
MEM 4162.656250 1684222721.6617
MEM 4123.656250 1684222721.7714
MEM 4074.863281 1684222721.8831
MEM 4050.839844 1684222721.9948
MEM 4042.601562 1684222722.1065
MEM 4057.601562 1684222722.2182
MEM 4074.910156 1684222722.3289
MEM 4090.011719 1684222722.4397
MEM 4102.554688 1684222722.5494
MEM 4127.695312 1684222722.6601
MEM 4111.875000 1684222722.7720
MEM 4111.914062 1684222722.8810
MEM 4111.941406 1684222722.9898
MEM 4111.976562 1684222723.1010
MEM 4111.980469 1684222723.2101
MEM 4111.980469 1684222723.3190
MEM 4111.980469 1684222723.4264
MEM 4118.585938 1684222723.5361
MEM 4118.585938 1684222723.6471
MEM 4118.585938 1684222723.7568
MEM 4118.585938 1684222723.8663
MEM 4118.585938 1684222723.9780
MEM 4118.585938 1684222724.0886
MEM 4118.585938 1684222724.1992
MEM 4118.585938 1684222724.3088
MEM 4118.585938 1684222724.4190
MEM 4118.625000 1684222724.5297
MEM 4118.625000 1684222724.6397
MEM 4118.625000 1684222724.7514
MEM 4118.625000 1684222724.8616
MEM 4118.625000 1684222724.9703
