CMDLINE c:\users\test\appdata\local\programs\python\python37\python.exe main.py
MEM 1.699219 1684233260.2428
MEM 21.867188 1684233260.3456
MEM 34.503906 1684233260.4541
MEM 75.882812 1684233260.5633
MEM 129.218750 1684233260.6739
MEM 169.054688 1684233260.7839
MEM 192.996094 1684233260.8921
MEM 200.695312 1684233261.0019
MEM 217.683594 1684233261.1115
MEM 226.441406 1684233261.2218
MEM 283.667969 1684233261.3310
MEM 407.359375 1684233261.4397
MEM 699.132812 1684233261.5494
MEM 466.160156 1684233261.6591
MEM 469.148438 1684233261.7678
MEM 511.699219 1684233261.8766
MEM 511.699219 1684233261.9860
MEM 511.699219 1684233262.0958
MEM 511.699219 1684233262.2054
MEM 511.699219 1684233262.3141
MEM 511.699219 1684233262.4219
MEM 511.699219 1684233262.5326
MEM 511.699219 1684233262.6416
MEM 511.699219 1684233262.7522
MEM 512.203125 1684233262.8653
MEM 512.203125 1684233262.9712
MEM 512.203125 1684233263.0805
MEM 512.203125 1684233263.1919
MEM 512.203125 1684233263.3026
MEM 512.203125 1684233263.4105
MEM 512.203125 1684233263.5220
MEM 512.203125 1684233263.6303
MEM 512.203125 1684233263.7366
MEM 512.945312 1684233263.8452
MEM 512.945312 1684233263.9548
MEM 512.945312 1684233264.0640
MEM 512.945312 1684233264.1745
MEM 512.945312 1684233264.2833
MEM 512.945312 1684233264.3929
MEM 512.945312 1684233264.5015
MEM 512.945312 1684233264.6113
MEM 512.945312 1684233264.7207
MEM 512.992188 1684233264.8319
MEM 512.992188 1684233264.9429
MEM 512.992188 1684233265.0547
MEM 512.992188 1684233265.1665
MEM 512.992188 1684233265.2782
MEM 512.992188 1684233265.3879
MEM 512.992188 1684233265.4976
MEM 512.992188 1684233265.6086
MEM 512.992188 1684233265.7192
MEM 509.449219 1684233265.8299
MEM 509.449219 1684233265.9396
MEM 509.449219 1684233266.0493
MEM 560.546875 1684233266.1584
MEM 734.453125 1684233266.2681
MEM 854.085938 1684233266.3768
MEM 984.472656 1684233266.4868
MEM 1120.480469 1684233266.5956
MEM 1309.792969 1684233266.7053
MEM 1475.332031 1684233266.8140
MEM 1648.488281 1684233266.9228
MEM 1776.574219 1684233267.0337
MEM 1897.906250 1684233267.1440
MEM 2089.042969 1684233267.2538
MEM 2269.492188 1684233267.3615
MEM 2451.800781 1684233267.4718
MEM 2649.445312 1684233267.5817
MEM 2805.023438 1684233267.6894
MEM 2975.570312 1684233267.7988
MEM 3099.175781 1684233267.9075
MEM 3269.347656 1684233268.0182
MEM 3435.367188 1684233268.1266
MEM 3620.421875 1684233268.2363
MEM 3756.957031 1684233268.3455
MEM 3955.750000 1684233268.4562
MEM 4029.203125 1684233268.5665
MEM 4030.578125 1684233268.6742
MEM 3999.941406 1684233268.7825
MEM 4150.574219 1684233268.8932
MEM 4162.664062 1684233269.0026
MEM 4162.953125 1684233269.1103
MEM 4118.875000 1684233269.2190
MEM 4164.257812 1684233269.3295
MEM 4164.250000 1684233269.4402
MEM 4164.250000 1684233269.5495
MEM 4164.257812 1684233269.6582
MEM 4164.250000 1684233269.7679
MEM 4125.242188 1684233269.8766
MEM 4083.367188 1684233269.9863
MEM 4058.906250 1684233270.0945
MEM 4023.753906 1684233270.2052
MEM 4031.886719 1684233270.3169
MEM 4164.253906 1684233270.4236
MEM 4164.253906 1684233270.5343
MEM 4164.253906 1684233270.6421
MEM 4151.566406 1684233270.7518
MEM 4097.839844 1684233270.8615
MEM 4058.191406 1684233270.9702
MEM 4020.710938 1684233271.0794
MEM 4079.949219 1684233271.1881
MEM 4164.253906 1684233271.2988
MEM 4164.253906 1684233271.4085
MEM 4164.253906 1684233271.5172
MEM 4164.253906 1684233271.6277
MEM 4143.902344 1684233271.7369
MEM 4107.253906 1684233271.8472
MEM 4082.257812 1684233271.9574
MEM 4041.000000 1684233272.0671
MEM 4017.261719 1684233272.1738
MEM 4164.257812 1684233272.2835
MEM 4164.257812 1684233272.3932
MEM 4164.257812 1684233272.5029
MEM 4164.257812 1684233272.6116
MEM 4131.558594 1684233272.7213
MEM 4106.535156 1684233272.8319
MEM 4063.851562 1684233272.9401
MEM 4028.175781 1684233273.0498
MEM 4035.953125 1684233273.1585
MEM 4164.257812 1684233273.2684
MEM 4164.257812 1684233273.3776
MEM 4164.257812 1684233273.4868
MEM 4163.808594 1684233273.5962
MEM 4128.539062 1684233273.7059
MEM 4095.644531 1684233273.8156
MEM 4058.105469 1684233273.9243
MEM 4025.023438 1684233274.0330
MEM 4017.261719 1684233274.1427
MEM 4164.257812 1684233274.2524
MEM 4164.257812 1684233274.3621
MEM 4164.257812 1684233274.4703
MEM 4164.257812 1684233274.5801
MEM 4136.828125 1684233274.6878
MEM 4106.292969 1684233274.7985
MEM 4064.562500 1684233274.9090
MEM 4028.593750 1684233275.0197
MEM 4017.261719 1684233275.1289
MEM 4164.257812 1684233275.2381
MEM 4164.257812 1684233275.3468
MEM 4164.257812 1684233275.4555
MEM 4164.257812 1684233275.5642
MEM 4148.347656 1684233275.6749
MEM 4105.722656 1684233275.7826
MEM 4066.257812 1684233275.8924
MEM 4027.882812 1684233276.0021
MEM 4017.261719 1684233276.1123
MEM 4164.257812 1684233276.2213
MEM 4164.257812 1684233276.3291
MEM 4164.257812 1684233276.4398
MEM 4164.257812 1684233276.5485
MEM 4145.613281 1684233276.6579
MEM 4112.406250 1684233276.7672
MEM 4077.160156 1684233276.8764
MEM 4033.070312 1684233276.9871
MEM 4037.953125 1684233277.0958
MEM 4164.257812 1684233277.2055
MEM 4164.257812 1684233277.3142
MEM 4164.257812 1684233277.4239
MEM 4164.257812 1684233277.5336
MEM 4145.484375 1684233277.6413
MEM 4110.546875 1684233277.7520
MEM 4070.503906 1684233277.8613
MEM 4023.656250 1684233277.9702
MEM 4095.917969 1684233278.0789
MEM 4164.257812 1684233278.1866
MEM 4164.257812 1684233278.2983
MEM 4164.257812 1684233278.4064
MEM 4164.257812 1684233278.5176
MEM 4139.726562 1684233278.6273
MEM 4103.718750 1684233278.7371
MEM 4057.851562 1684233278.8456
MEM 4017.261719 1684233278.9543
MEM 4147.941406 1684233279.0640
MEM 4164.257812 1684233279.1735
MEM 4164.257812 1684233279.2842
MEM 4164.257812 1684233279.3929
MEM 4164.257812 1684233279.5007
MEM 4137.921875 1684233279.6114
