CMDLINE c:\users\test\appdata\local\programs\python\python37\python.exe main.py
MEM 1.578125 1684151712.4039
MEM 23.304688 1684151712.5185
MEM 36.003906 1684151712.6282
MEM 93.664062 1684151712.7394
MEM 134.875000 1684151712.8484
MEM 176.785156 1684151712.9539
MEM 194.593750 1684151713.0638
MEM 202.125000 1684151713.1746
MEM 218.914062 1684151713.2848
MEM 227.304688 1684151713.3931
MEM 306.066406 1684151713.5020
MEM 432.156250 1684151713.6127
MEM 622.488281 1684151713.7224
MEM 466.066406 1684151713.8331
MEM 467.667969 1684151713.9398
MEM 506.460938 1684151714.0494
MEM 511.253906 1684151714.1593
MEM 511.253906 1684151714.2687
MEM 511.253906 1684151714.3754
MEM 511.253906 1684151714.4851
MEM 511.253906 1684151714.5948
MEM 511.253906 1684151714.7055
MEM 511.253906 1684151714.8163
MEM 511.253906 1684151714.9270
MEM 511.765625 1684151715.0417
MEM 511.765625 1684151715.1482
MEM 511.765625 1684151715.2589
MEM 511.765625 1684151715.3703
MEM 511.765625 1684151715.4820
MEM 511.765625 1684151715.5931
MEM 511.765625 1684151715.7027
MEM 511.765625 1684151715.8134
MEM 511.765625 1684151715.9234
MEM 512.585938 1684151716.0318
MEM 512.585938 1684151716.1437
MEM 512.585938 1684151716.2526
MEM 512.585938 1684151716.3634
MEM 512.585938 1684151716.4711
MEM 512.585938 1684151716.5807
MEM 512.585938 1684151716.6906
MEM 512.585938 1684151716.8009
MEM 512.585938 1684151716.9103
MEM 512.625000 1684151717.0205
MEM 512.625000 1684151717.1274
MEM 512.625000 1684151717.2364
MEM 512.625000 1684151717.3457
MEM 512.625000 1684151717.4550
MEM 512.625000 1684151717.5647
MEM 512.625000 1684151717.6735
MEM 512.625000 1684151717.7829
MEM 512.625000 1684151717.8936
MEM 509.210938 1684151718.0023
MEM 509.210938 1684151718.1120
MEM 509.210938 1684151718.2207
MEM 550.039062 1684151718.3284
MEM 713.546875 1684151718.4391
MEM 828.046875 1684151718.5501
MEM 953.976562 1684151718.6588
MEM 1113.066406 1684151718.7685
MEM 1280.640625 1684151718.8803
MEM 1450.441406 1684151718.9921
MEM 1620.324219 1684151719.1020
MEM 1748.355469 1684151719.2130
MEM 1843.464844 1684151719.3241
MEM 2027.914062 1684151719.4334
MEM 2200.039062 1684151719.5432
MEM 2408.222656 1684151719.6542
MEM 2553.882812 1684151719.7642
MEM 2726.453125 1684151719.8753
MEM 2901.542969 1684151719.9858
MEM 3072.144531 1684151720.0955
MEM 3195.964844 1684151720.2042
MEM 3377.632812 1684151720.3132
MEM 3515.121094 1684151720.4219
MEM 3690.664062 1684151720.5315
MEM 3855.609375 1684151720.6416
MEM 4023.128906 1684151720.7518
MEM 4030.687500 1684151720.8616
MEM 4030.761719 1684151720.9706
MEM 4070.914062 1684151721.0809
MEM 4162.703125 1684151721.1904
MEM 4162.921875 1684151721.3011
MEM 4163.175781 1684151721.4109
MEM 4164.183594 1684151721.5210
MEM 4141.183594 1684151721.6300
MEM 4105.406250 1684151721.7400
MEM 4065.605469 1684151721.8471
MEM 4017.195312 1684151721.9548
MEM 4164.191406 1684151722.0647
MEM 4164.183594 1684151722.1727
MEM 4164.187500 1684151722.2820
MEM 4151.976562 1684151722.3898
MEM 4114.187500 1684151722.4984
MEM 4070.707031 1684151722.6085
MEM 4031.582031 1684151722.7157
MEM 4017.191406 1684151722.8264
MEM 4164.187500 1684151722.9370
MEM 4164.187500 1684151723.0487
MEM 4164.187500 1684151723.1574
MEM 4161.187500 1684151723.2681
MEM 4121.871094 1684151723.3764
MEM 4065.187500 1684151723.4861
MEM 4032.707031 1684151723.5956
MEM 4060.304688 1684151723.7053
MEM 4164.250000 1684151723.8142
MEM 4164.250000 1684151723.9245
MEM 4164.250000 1684151724.0332
MEM 4129.492188 1684151724.1429
MEM 4083.753906 1684151724.2522
MEM 4045.332031 1684151724.3605
MEM 4017.257812 1684151724.4692
MEM 4164.253906 1684151724.5795
MEM 4164.253906 1684151724.6890
MEM 4164.253906 1684151724.7987
MEM 4161.613281 1684151724.9074
MEM 4119.757812 1684151725.0182
MEM 4079.726562 1684151725.1269
MEM 4034.789062 1684151725.2366
MEM 4079.304688 1684151725.3453
MEM 4164.253906 1684151725.4530
MEM 4164.253906 1684151725.5627
MEM 4164.253906 1684151725.6734
MEM 4119.437500 1684151725.7839
MEM 4079.527344 1684151725.8926
MEM 4032.156250 1684151726.0024
MEM 4032.039062 1684151726.1101
MEM 4164.253906 1684151726.2188
MEM 4164.253906 1684151726.3285
MEM 4164.253906 1684151726.4372
MEM 4129.488281 1684151726.5439
MEM 4079.187500 1684151726.6546
MEM 4043.000000 1684151726.7644
MEM 4017.257812 1684151726.8751
MEM 4164.253906 1684151726.9858
MEM 4164.253906 1684151727.0945
MEM 4164.253906 1684151727.2042
MEM 4164.253906 1684151727.3139
MEM 4112.167969 1684151727.4236
MEM 4077.476562 1684151727.5343
MEM 4027.699219 1684151727.6428
MEM 4032.324219 1684151727.7530
MEM 4164.253906 1684151727.8607
MEM 4164.253906 1684151727.9720
MEM 4164.253906 1684151728.0797
MEM 4146.707031 1684151728.1903
MEM 4090.371094 1684151728.2985
MEM 4055.277344 1684151728.4092
MEM 4017.257812 1684151728.5174
MEM 4158.074219 1684151728.6271
MEM 4164.253906 1684151728.7372
MEM 4164.253906 1684151728.8459
MEM 4145.765625 1684151728.9546
MEM 4109.503906 1684151729.0653
MEM 4064.285156 1684151729.1740
MEM 4027.949219 1684151729.2837
MEM 4017.261719 1684151729.3934
MEM 4164.257812 1684151729.5022
MEM 4164.257812 1684151729.6116
MEM 4164.257812 1684151729.7203
MEM 4155.175781 1684151729.8322
MEM 4106.640625 1684151729.9424
MEM 4077.269531 1684151730.0514
MEM 4029.949219 1684151730.1581
MEM 4017.261719 1684151730.2678
MEM 4164.257812 1684151730.3775
MEM 4164.257812 1684151730.4863
MEM 4164.257812 1684151730.5951
MEM 4132.359375 1684151730.7048
MEM 4089.554688 1684151730.8163
MEM 4041.835938 1684151730.9240
MEM 4017.261719 1684151731.0335
MEM 4164.257812 1684151731.1442
MEM 4164.257812 1684151731.2524
MEM 4164.257812 1684151731.3612
MEM 4164.257812 1684151731.4704
MEM 4107.085938 1684151731.5791
MEM 4058.960938 1684151731.6888
MEM 4017.261719 1684151731.7976
MEM 4138.156250 1684151731.9073
MEM 4164.257812 1684151732.0180
MEM 4164.257812 1684151732.1278
MEM 4164.257812 1684151732.2375
MEM 4133.765625 1684151732.3462
MEM 4099.257812 1684151732.4576
MEM 4041.054688 1684151732.5633
MEM 4016.886719 1684151732.6730
MEM 4067.953125 1684151732.7827
MEM 4151.703125 1684151732.8929
MEM 4083.953125 1684151733.0021
MEM 4016.886719 1684151733.1130
MEM 4016.886719 1684151733.2214
MEM 4016.894531 1684151733.3298
MEM 4037.222656 1684151733.4407
MEM 4113.453125 1684151733.5490
MEM 4113.464844 1684151733.6571
MEM 4113.515625 1684151733.7653
MEM 4113.515625 1684151733.8756
MEM 4113.519531 1684151733.9846
MEM 4113.519531 1684151734.0937
MEM 4113.519531 1684151734.2044
MEM 4120.156250 1684151734.3124
MEM 4120.156250 1684151734.4223
MEM 4120.156250 1684151734.5333
MEM 4120.156250 1684151734.6421
MEM 4120.156250 1684151734.7519
MEM 4120.156250 1684151734.8619
MEM 4120.156250 1684151734.9697
MEM 4120.156250 1684151735.0805
MEM 4120.156250 1684151735.1890
MEM 4120.207031 1684151735.2988
MEM 4120.207031 1684151735.4075
MEM 4120.207031 1684151735.5163
MEM 4120.207031 1684151735.6260
MEM 4120.207031 1684151735.7356
MEM 4120.207031 1684151735.8455
MEM 4120.207031 1684151735.9575
MEM 4120.207031 1684151736.0657
MEM 4120.210938 1684151736.1764
MEM 4120.210938 1684151736.2875
MEM 4120.210938 1684151736.3968
MEM 4120.210938 1684151736.5055
MEM 4120.210938 1684151736.6152
MEM 4120.210938 1684151736.7268
MEM 4120.210938 1684151736.8379
MEM 4120.210938 1684151736.9498
MEM 4120.210938 1684151737.0617
MEM 4120.210938 1684151737.1722
MEM 4120.210938 1684151737.2831
MEM 4120.210938 1684151737.3929
MEM 4120.210938 1684151737.5026
MEM 4120.210938 1684151737.6130
