CMDLINE c:\users\test\appdata\local\programs\python\python37\python.exe main.py
MEM 4049.847656 1684231700.3152
MEM 4015.890625 1684231700.4239
MEM 4129.894531 1684231700.5336
MEM 4162.886719 1684231700.6451
MEM 4162.886719 1684231700.7528
MEM 4162.886719 1684231700.8625
MEM 4116.050781 1684231700.9712
MEM 4067.968750 1684231701.0799
MEM 4028.453125 1684231701.1896
MEM 4015.433594 1684231701.2981
MEM 4148.437500 1684231701.4078
MEM 4121.437500 1684231701.5167
MEM 4016.437500 1684231701.6264
MEM 4015.433594 1684231701.7380
MEM 4019.269531 1684231701.8478
MEM 4037.906250 1684231701.9578
MEM 4112.003906 1684231702.0684
MEM 4112.015625 1684231702.1784
MEM 4112.062500 1684231702.2883
MEM 4112.062500 1684231702.3972
MEM 4112.066406 1684231702.5077
MEM 4112.066406 1684231702.6171
MEM 4112.066406 1684231702.7288
MEM 4118.953125 1684231702.8395
MEM 4118.953125 1684231702.9502
MEM 4118.953125 1684231703.0616
MEM 4118.953125 1684231703.1724
MEM 4118.953125 1684231703.2830
MEM 4118.953125 1684231703.3932
MEM 4118.953125 1684231703.5023
MEM 4118.953125 1684231703.6121
MEM 4119.171875 1684231703.7202
MEM 4119.171875 1684231703.8288
MEM 4119.171875 1684231703.9380
MEM 4119.171875 1684231704.0487
MEM 4119.171875 1684231704.1589
MEM 4119.171875 1684231704.2699
MEM 4119.171875 1684231704.3796
MEM 4119.171875 1684231704.4905
MEM 4119.171875 1684231704.6013
MEM 4119.179688 1684231704.7116
MEM 4119.179688 1684231704.8220
MEM 4119.179688 1684231704.9325
MEM 4119.179688 1684231705.0443
MEM 4119.179688 1684231705.1549
MEM 4119.179688 1684231705.2632
MEM 4119.179688 1684231705.3740
MEM 4119.179688 1684231705.4855
MEM 4119.179688 1684231705.5960
MEM 4119.187500 1684231705.7059
MEM 4119.187500 1684231705.8150
MEM 4119.187500 1684231705.9234
MEM 4119.187500 1684231706.0331
MEM 4119.187500 1684231706.1433
MEM 4119.187500 1684231706.2520
MEM 4119.187500 1684231706.3620
MEM 4119.187500 1684231706.4708
MEM 4119.187500 1684231706.5799
MEM 4115.144531 1684231706.6891
MEM 4115.144531 1684231706.7982
MEM 4115.144531 1684231706.9083
MEM 4165.695312 1684231707.0163
MEM 4165.695312 1684231707.1260
MEM 4045.179688 1684231707.2371
MEM 4018.683594 1684231707.3474
MEM 4047.750000 1684231707.4565
MEM 4165.679688 1684231707.5652
MEM 4165.687500 1684231707.6729
MEM 4165.679688 1684231707.7826
MEM 4165.679688 1684231707.8933
MEM 4145.972656 1684231708.0020
MEM 4084.246094 1684231708.1117
MEM 4040.949219 1684231708.2224
MEM 4018.683594 1684231708.3301
MEM 4165.679688 1684231708.4391
MEM 4165.683594 1684231708.5487
MEM 4165.683594 1684231708.6584
MEM 4165.683594 1684231708.7657
MEM 4165.683594 1684231708.8758
MEM 4126.718750 1684231708.9858
MEM 4111.476562 1684231709.0970
MEM 4069.097656 1684231709.2053
MEM 4032.660156 1684231709.3160
MEM 4018.687500 1684231709.4237
MEM 4165.683594 1684231709.5334
MEM 4165.683594 1684231709.6441
MEM 4165.683594 1684231709.7518
MEM 4165.683594 1684231709.8615
MEM 4157.476562 1684231709.9712
MEM 4111.761719 1684231710.0814
MEM 4048.921875 1684231710.1890
MEM 4032.500000 1684231710.2989
MEM 4018.691406 1684231710.4090
MEM 4165.687500 1684231710.5163
MEM 4165.687500 1684231710.6263
MEM 4165.687500 1684231710.7366
MEM 4165.738281 1684231710.8480
MEM 4161.257812 1684231710.9555
MEM 4121.992188 1684231711.0652
MEM 4083.140625 1684231711.1747
MEM 4043.816406 1684231711.2855
MEM 4022.347656 1684231711.3932
MEM 4112.496094 1684231711.5018
MEM 4165.738281 1684231711.6115
MEM 4165.738281 1684231711.7222
MEM 4165.738281 1684231711.8296
MEM 4165.738281 1684231711.9394
MEM 4134.738281 1684231712.0491
MEM 4098.390625 1684231712.1584
MEM 4059.859375 1684231712.2669
MEM 4025.867188 1684231712.3756
MEM 4018.742188 1684231712.4860
MEM 4165.738281 1684231712.5955
MEM 4165.738281 1684231712.7057
MEM 4165.738281 1684231712.8134
MEM 4165.738281 1684231712.9221
MEM 4165.738281 1684231713.0318
MEM 4137.000000 1684231713.1425
MEM 4100.648438 1684231713.2512
MEM 4077.175781 1684231713.3619
MEM 4040.214844 1684231713.4706
MEM 4018.742188 1684231713.5813
MEM 4065.019531 1684231713.6900
MEM 4165.738281 1684231713.7972
MEM 4165.738281 1684231713.9062
MEM 4165.738281 1684231714.0169
MEM 4144.085938 1684231714.1272
MEM 4111.105469 1684231714.2364
MEM 4081.847656 1684231714.3460
MEM 4048.738281 1684231714.4557
MEM 4025.726562 1684231714.5644
MEM 4074.500000 1684231714.6741
MEM 4165.742188 1684231714.7834
MEM 4165.742188 1684231714.8928
MEM 4165.742188 1684231715.0015
MEM 4165.742188 1684231715.1120
MEM 4130.707031 1684231715.2217
MEM 4098.351562 1684231715.3294
MEM 4044.492188 1684231715.4387
MEM 4018.746094 1684231715.5494
MEM 4165.742188 1684231715.6579
MEM 4165.742188 1684231715.7679
MEM 4162.695312 1684231715.8766
MEM 4102.535156 1684231715.9853
MEM 4080.742188 1684231716.0952
MEM 4025.769531 1684231716.2049
MEM 4018.746094 1684231716.3129
MEM 4122.500000 1684231716.4229
MEM 4165.742188 1684231716.5341
MEM 4165.742188 1684231716.6438
MEM 4165.742188 1684231716.7515
MEM 4165.742188 1684231716.8613
MEM 4161.863281 1684231716.9710
MEM 4110.804688 1684231717.0807
MEM 4066.742188 1684231717.1894
MEM 4018.746094 1684231717.2981
MEM 4094.500000 1684231717.4088
MEM 4165.742188 1684231717.5176
MEM 4165.742188 1684231717.6273
MEM 4165.742188 1684231717.7365
MEM 4165.742188 1684231717.8452
MEM 4138.199219 1684231717.9539
MEM 4093.757812 1684231718.0652
MEM 4073.023438 1684231718.1738
MEM 4040.722656 1684231718.2840
MEM 4048.105469 1684231718.3922
MEM 4055.902344 1684231718.5017
MEM 4064.214844 1684231718.6124
MEM 4073.253906 1684231718.7213
MEM 4089.179688 1684231718.8290
MEM 4115.191406 1684231718.9387
MEM 4115.191406 1684231719.0504
MEM 4131.453125 1684231719.1577
MEM 4095.328125 1684231719.2674
MEM 4227.425781 1684231719.3761
MEM 4226.484375 1684231719.4875
MEM 4023.277344 1684231719.5972
MEM 4023.277344 1684231719.7055
MEM 4023.277344 1684231719.8144
MEM 4023.277344 1684231719.9242
MEM 4023.277344 1684231720.0329
MEM 4023.277344 1684231720.1417
MEM 4023.277344 1684231720.2501
MEM 4023.277344 1684231720.3607
MEM 4023.277344 1684231720.4707
MEM 4023.277344 1684231720.5803
MEM 4023.277344 1684231720.6910
MEM 4023.277344 1684231720.7983
MEM 4023.277344 1684231720.9080
MEM 4023.277344 1684231721.0185
MEM 4023.277344 1684231721.1273
MEM 4023.277344 1684231721.2369
MEM 4023.277344 1684231721.3474
MEM 4023.277344 1684231721.4581
MEM 4023.277344 1684231721.5675
MEM 4023.277344 1684231721.6735
MEM 4023.277344 1684231721.7842
MEM 4023.277344 1684231721.8928
MEM 4023.277344 1684231722.0029
MEM 4023.277344 1684231722.1116
MEM 4023.277344 1684231722.2215
MEM 4023.277344 1684231722.3307
MEM 4023.281250 1684231722.4384
MEM 4023.281250 1684231722.5481
MEM 4023.281250 1684231722.6581
MEM 4023.281250 1684231722.7698
MEM 4023.281250 1684231722.8786
MEM 4023.281250 1684231722.9865
MEM 4023.281250 1684231723.0959
MEM 4023.281250 1684231723.2054
MEM 4023.281250 1684231723.3141
MEM 4019.042969 1684231723.4238
MEM 4019.042969 1684231723.5336
MEM 4019.042969 1684231723.6443
MEM 4151.839844 1684231723.7548
MEM 4170.617188 1684231723.8625
MEM 4170.617188 1684231723.9727
MEM 4170.628906 1684231724.0814
MEM 4170.621094 1684231724.1887
MEM 4170.621094 1684231724.2974
MEM 4170.621094 1684231724.4082
MEM 4170.621094 1684231724.5169
MEM 4170.621094 1684231724.6266
MEM 4170.621094 1684231724.7373
MEM 4170.621094 1684231724.8480
MEM 4170.621094 1684231724.9547
MEM 4136.324219 1684231725.0634
MEM 4090.175781 1684231725.1731
MEM 4047.945312 1684231725.2823
MEM 4023.621094 1684231725.3921
MEM 4170.621094 1684231725.5018
MEM 4170.621094 1684231725.6115
MEM 4170.621094 1684231725.7202
MEM 4170.621094 1684231725.8299
MEM 4131.050781 1684231725.9386
MEM 4093.574219 1684231726.0490
MEM 4070.492188 1684231726.1587
MEM 4029.222656 1684231726.2675
MEM 4023.621094 1684231726.3772
MEM 4170.621094 1684231726.4859
MEM 4170.621094 1684231726.5966
MEM 4170.621094 1684231726.7040
MEM 4170.621094 1684231726.8147
MEM 4170.621094 1684231726.9252
MEM 4149.621094 1684231727.0328
MEM 4139.539062 1684231727.1422
MEM 4116.226562 1684231727.2520
MEM 4097.246094 1684231727.3617
MEM 4079.371094 1684231727.4714
MEM 4061.621094 1684231727.5811
MEM 4034.277344 1684231727.6878
MEM 4023.621094 1684231727.7995
MEM 4023.621094 1684231727.9082
MEM 4170.621094 1684231728.0166
MEM 4170.621094 1684231728.1264
MEM 4170.621094 1684231728.2356
MEM 4170.621094 1684231728.3453
MEM 4138.253906 1684231728.4540
MEM 4127.039062 1684231728.5644
MEM 4091.777344 1684231728.6737
MEM 4072.914062 1684231728.7840
MEM 4047.375000 1684231728.8928
MEM 4023.621094 1684231729.0015
MEM 4170.621094 1684231729.1122
MEM 4170.621094 1684231729.2210
MEM 4170.621094 1684231729.3298
MEM 4170.621094 1684231729.4405
MEM 4170.621094 1684231729.5482
MEM 4140.707031 1684231729.6580
MEM 4114.941406 1684231729.7667
MEM 4093.875000 1684231729.8776
MEM 4074.605469 1684231729.9863
MEM 4052.707031 1684231730.0948
MEM 4028.765625 1684231730.2045
MEM 4023.625000 1684231730.3149
MEM 4170.625000 1684231730.4238
MEM 4170.625000 1684231730.5325
MEM 4170.625000 1684231730.6440
MEM 4137.300781 1684231730.7528
MEM 4111.167969 1684231730.8625
MEM 4089.687500 1684231730.9742
MEM 4055.625000 1684231731.0829
MEM 4043.855469 1684231731.1926
MEM 4023.625000 1684231731.3030
MEM 4145.378906 1684231731.4117
MEM 4170.625000 1684231731.5236
MEM 4170.625000 1684231731.6354
MEM 4170.625000 1684231731.7451
MEM 4170.625000 1684231731.8556
MEM 4170.625000 1684231731.9661
MEM 4166.062500 1684231732.0778
MEM 4136.160156 1684231732.1882
MEM 4109.109375 1684231732.2984
MEM 4071.386719 1684231732.4091
MEM 4027.625000 1684231732.5179
MEM 4131.378906 1684231732.6296
MEM 4170.625000 1684231732.7373
MEM 4170.625000 1684231732.8470
MEM 4170.625000 1684231732.9557
MEM 4159.136719 1684231733.0644
MEM 4118.660156 1684231733.1741
MEM 4091.769531 1684231733.2837
MEM 4065.625000 1684231733.3914
MEM 4046.855469 1684231733.5012
MEM 4023.625000 1684231733.6124
MEM 4170.625000 1684231733.7196
MEM 4170.625000 1684231733.8298
MEM 4170.625000 1684231733.9407
MEM 4170.625000 1684231734.0489
MEM 4170.625000 1684231734.1586
MEM 4131.433594 1684231734.2673
MEM 4097.167969 1684231734.3770
MEM 4058.371094 1684231734.4867
MEM 4029.191406 1684231734.5954
MEM 4023.500000 1684231734.7049
MEM 4170.500000 1684231734.8116
MEM 4052.566406 1684231734.9223
MEM 4037.304688 1684231735.0340
MEM 4076.929688 1684231735.1434
MEM 4115.148438 1684231735.2531
MEM 4170.500000 1684231735.3615
MEM 4119.976562 1684231735.4706
MEM 4119.976562 1684231735.5793
MEM 4263.917969 1684231735.6891
MEM 4407.921875 1684231735.7983
MEM 4247.921875 1684231735.9077
MEM 4026.187500 1684231736.0174
MEM 4063.183594 1684231736.1268
MEM 4063.183594 1684231736.2372
MEM 4063.183594 1684231736.3457
MEM 4063.183594 1684231736.4565
MEM 4063.183594 1684231736.5652
MEM 4063.183594 1684231736.6735
MEM 4063.183594 1684231736.7819
MEM 4063.183594 1684231736.8904
MEM 4063.183594 1684231737.0007
MEM 4063.187500 1684231737.1109
MEM 4063.187500 1684231737.2201
MEM 4063.187500 1684231737.3310
MEM 4063.187500 1684231737.4405
MEM 4063.187500 1684231737.5516
MEM 4063.187500 1684231737.6612
MEM 4063.187500 1684231737.7717
MEM 4063.187500 1684231737.8795
MEM 4063.187500 1684231737.9894
MEM 4063.187500 1684231738.0998
MEM 4063.187500 1684231738.2104
MEM 4063.187500 1684231738.3208
MEM 4063.187500 1684231738.4305
MEM 4063.187500 1684231738.5402
MEM 4063.187500 1684231738.6512
MEM 4063.187500 1684231738.7613
MEM 4063.187500 1684231738.8719
MEM 4063.187500 1684231738.9869
MEM 4063.187500 1684231739.0934
MEM 4063.187500 1684231739.2040
MEM 4063.187500 1684231739.3147
MEM 4063.187500 1684231739.4244
MEM 4063.187500 1684231739.5343
MEM 4063.187500 1684231739.6442
MEM 4063.187500 1684231739.7539
MEM 4063.187500 1684231739.8636
MEM 4058.535156 1684231739.9703
MEM 4058.535156 1684231740.0801
MEM 4058.535156 1684231740.1894
MEM 4058.535156 1684231740.2983
MEM 4205.546875 1684231740.4080
MEM 4172.531250 1684231740.5177
MEM 4070.031250 1684231740.6274
MEM 4026.832031 1684231740.7371
MEM 4035.488281 1684231740.8458
MEM 4137.792969 1684231740.9555
MEM 4172.472656 1684231741.0652
MEM 4172.472656 1684231741.1739
MEM 4172.472656 1684231741.2846
MEM 4172.472656 1684231741.3953
MEM 4153.062500 1684231741.5038
MEM 4110.976562 1684231741.6115
MEM 4083.703125 1684231741.7202
MEM 4082.449219 1684231741.8315
MEM 4043.484375 1684231741.9390
MEM 4025.476562 1684231742.0488
MEM 4172.472656 1684231742.1575
MEM 4172.472656 1684231742.2682
MEM 4150.156250 1684231742.3779
MEM 4104.050781 1684231742.4876
MEM 4056.050781 1684231742.5963
MEM 4025.476562 1684231742.7070
MEM 4172.472656 1684231742.8168
MEM 4172.472656 1684231742.9264
MEM 4172.472656 1684231743.0341
MEM 4142.675781 1684231743.1416
MEM 4093.843750 1684231743.2523
MEM 4058.472656 1684231743.3620
MEM 4025.476562 1684231743.4723
MEM 4172.472656 1684231743.5812
MEM 4172.472656 1684231743.6889
MEM 4172.472656 1684231743.7996
MEM 4172.472656 1684231743.9093
MEM 4118.628906 1684231744.0180
MEM 4081.832031 1684231744.1267
MEM 4031.394531 1684231744.2354
MEM 4150.542969 1684231744.3451
MEM 4172.472656 1684231744.4545
MEM 4172.472656 1684231744.5643
MEM 4163.886719 1684231744.6727
MEM 4121.351562 1684231744.7834
MEM 4079.949219 1684231744.8929
MEM 4035.308594 1684231745.0016
MEM 4051.933594 1684231745.1111
MEM 4172.472656 1684231745.2203
MEM 4172.472656 1684231745.3293
MEM 4172.472656 1684231745.4400
MEM 4147.253906 1684231745.5497
MEM 4093.898438 1684231745.6582
MEM 4058.535156 1684231745.7679
MEM 4025.476562 1684231745.8779
MEM 4172.472656 1684231745.9856
MEM 4172.472656 1684231746.0953
MEM 4172.472656 1684231746.2040
MEM 4162.941406 1684231746.3127
MEM 4112.113281 1684231746.4224
MEM 4078.007812 1684231746.5338
MEM 4025.476562 1684231746.6435
MEM 4172.476562 1684231746.7532
MEM 4172.472656 1684231746.8611
MEM 4172.472656 1684231746.9703
MEM 4172.472656 1684231747.0795
MEM 4133.886719 1684231747.1892
MEM 4086.054688 1684231747.2980
MEM 4052.820312 1684231747.4087
MEM 4025.476562 1684231747.5176
MEM 4172.472656 1684231747.6283
MEM 4172.472656 1684231747.7370
MEM 4172.472656 1684231747.8457
MEM 4164.125000 1684231747.9554
MEM 4108.902344 1684231748.0642
MEM 4058.765625 1684231748.1739
MEM 4025.476562 1684231748.2826
MEM 4172.480469 1684231748.3923
MEM 4172.472656 1684231748.5020
MEM 4172.472656 1684231748.6107
MEM 4172.472656 1684231748.7204
MEM 4126.460938 1684231748.8311
MEM 4075.753906 1684231748.9398
MEM 4039.472656 1684231749.0485
MEM 4038.542969 1684231749.1592
MEM 4172.472656 1684231749.2679
MEM 4172.472656 1684231749.3777
MEM 4172.472656 1684231749.4864
MEM 4142.660156 1684231749.5961
MEM 4095.843750 1684231749.7050
MEM 4063.507812 1684231749.8164
MEM 4025.476562 1684231749.9254
MEM 4172.472656 1684231750.0328
MEM 4172.476562 1684231750.1425
MEM 4172.476562 1684231750.2517
MEM 4171.824219 1684231750.3614
MEM 4128.976562 1684231750.4721
MEM 4085.917969 1684231750.5829
MEM 4043.808594 1684231750.6897
MEM 4059.785156 1684231750.7984
MEM 4172.476562 1684231750.9081
MEM 4172.476562 1684231751.0181
MEM 4172.476562 1684231751.1258
MEM 4139.167969 1684231751.2356
MEM 4093.945312 1684231751.3453
MEM 4056.472656 1684231751.4550
MEM 4025.480469 1684231751.5642
MEM 4172.476562 1684231751.6757
MEM 4172.476562 1684231751.7834
MEM 4172.476562 1684231751.8932
MEM 4172.476562 1684231752.0020
MEM 4172.476562 1684231752.1138
MEM 4172.476562 1684231752.2205
MEM 4172.476562 1684231752.3305
MEM 4172.476562 1684231752.4392
MEM 4172.484375 1684231752.5500
MEM 4121.945312 1684231752.6587
MEM 4121.945312 1684231752.7674
MEM 4126.675781 1684231752.8767
MEM 4126.675781 1684231752.9865
MEM 4126.675781 1684231753.0946
MEM 4126.675781 1684231753.2064
MEM 4126.675781 1684231753.3141
MEM 4126.675781 1684231753.4238
MEM 4126.675781 1684231753.5323
MEM 4126.667969 1684231753.6423
MEM 4126.667969 1684231753.7523
MEM 4126.667969 1684231753.8603
MEM 4126.667969 1684231753.9706
MEM 4126.667969 1684231754.0817
MEM 4126.667969 1684231754.1895
MEM 4126.667969 1684231754.2983
MEM 4126.667969 1684231754.4086
MEM 4126.667969 1684231754.5181
MEM 4126.667969 1684231754.6286
MEM 4126.667969 1684231754.7403
MEM 4126.667969 1684231754.8455
MEM 4126.667969 1684231754.9550
MEM 4126.667969 1684231755.0649
MEM 4126.667969 1684231755.1734
MEM 4126.667969 1684231755.2820
MEM 4126.667969 1684231755.3909
MEM 4126.667969 1684231755.5010
MEM 4126.667969 1684231755.6108
MEM 4126.667969 1684231755.7210
MEM 4126.667969 1684231755.8295
MEM 4126.667969 1684231755.9392
MEM 4126.667969 1684231756.0499
MEM 4126.667969 1684231756.1577
MEM 4126.667969 1684231756.2670
MEM 4126.667969 1684231756.3770
MEM 4126.667969 1684231756.4867
MEM 4126.667969 1684231756.5959
MEM 4121.937500 1684231756.7046
MEM 4121.937500 1684231756.8134
MEM 4121.937500 1684231756.9231
MEM 4139.835938 1684231757.0325
MEM 4172.476562 1684231757.1432
MEM 4172.476562 1684231757.2519
MEM 4125.289062 1684231757.3611
MEM 4100.488281 1684231757.4716
MEM 4074.546875 1684231757.5803
MEM 4035.164062 1684231757.6897
MEM 4025.480469 1684231757.7982
MEM 4025.480469 1684231757.9076
MEM 4025.480469 1684231758.0173
MEM 4172.476562 1684231758.1270
MEM 4172.484375 1684231758.2367
MEM 4172.476562 1684231758.3444
MEM 4152.160156 1684231758.4548
MEM 4112.218750 1684231758.5645
MEM 4068.269531 1684231758.6732
MEM 4032.222656 1684231758.7819
MEM 4143.796875 1684231758.8925
MEM 4172.476562 1684231759.0012
MEM 4172.476562 1684231759.1124
MEM 4172.476562 1684231759.2212
MEM 4154.925781 1684231759.3320
MEM 4111.476562 1684231759.4395
MEM 4092.617188 1684231759.5492
MEM 4041.234375 1684231759.6593
MEM 4026.546875 1684231759.7674
MEM 4172.476562 1684231759.8774
MEM 4172.476562 1684231759.9856
MEM 4172.476562 1684231760.0966
MEM 4172.476562 1684231760.2040
MEM 4160.625000 1684231760.3148
MEM 4121.000000 1684231760.4224
MEM 4087.941406 1684231760.5324
MEM 4044.375000 1684231760.6405
MEM 4025.480469 1684231760.7523
MEM 4149.796875 1684231760.8614
MEM 4172.476562 1684231760.9716
MEM 4172.476562 1684231761.0791
MEM 4172.476562 1684231761.1884
MEM 4172.476562 1684231761.2990
MEM 4152.191406 1684231761.4072
MEM 4106.566406 1684231761.5164
MEM 4071.207031 1684231761.6261
MEM 4034.406250 1684231761.7352
MEM 4025.480469 1684231761.8465
MEM 4172.476562 1684231761.9546
MEM 4172.476562 1684231762.0645
MEM 4172.476562 1684231762.1734
MEM 4172.476562 1684231762.2825
MEM 4141.406250 1684231762.3932
MEM 4109.476562 1684231762.5034
MEM 4065.097656 1684231762.6110
MEM 4035.503906 1684231762.7199
MEM 4037.796875 1684231762.8310
MEM 4172.476562 1684231762.9386
MEM 4172.476562 1684231763.0484
MEM 4172.476562 1684231763.1581
MEM 4172.476562 1684231763.2668
MEM 4153.417969 1684231763.3765
MEM 4127.257812 1684231763.4858
MEM 4087.132812 1684231763.5955
MEM 4047.476562 1684231763.7058
MEM 4025.480469 1684231763.8155
MEM 4172.476562 1684231763.9239
MEM 4172.476562 1684231764.0327
MEM 4172.476562 1684231764.1417
MEM 4172.476562 1684231764.2496
MEM 4166.847656 1684231764.3591
MEM 4122.152344 1684231764.4688
MEM 4068.500000 1684231764.5778
MEM 4039.066406 1684231764.6878
MEM 4025.480469 1684231764.7985
MEM 4172.476562 1684231764.9086
MEM 4172.476562 1684231765.0189
MEM 4172.476562 1684231765.1266
MEM 4172.476562 1684231765.2360
MEM 4169.476562 1684231765.3457
MEM 4131.476562 1684231765.4530
MEM 4097.476562 1684231765.5617
MEM 4052.152344 1684231765.6715
MEM 4026.941406 1684231765.7812
